ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
6596,hijo,8,-1,-1,"José Luis Bermejo , casado y con dos hijos , aseguró que el diálogo y el consenso serán las normas básicas que caracterizarán su gestión al frente de la Comisión de Relaciones con el Defensor del Pueblo . ",Masc,conj,Plur,5,"José Luis Bermejo , casado y con dos hijas , aseguró que el diálogo y el consenso serán las normas básicas que caracterizarán su gestión al frente de la Comisión de Relaciones con el Defensor del Pueblo . ",8,Fem
6619,conocedor,3,2,1,Es un gran conocedor de la disciplina y conoce muy bien a las personas . ,Masc,root,Sing,16,Es una gran conocedora de la disciplina y conoce muy bien a las personas . ,3,Fem
6620,psicólogo,3,2,1,Es un buen psicólogo . ,Masc,root,Sing,6,Es una buen psicóloga . ,3,Fem
6640,jugador,1,2,0,El jugador gallego está seguro de que la derrota no tendrá consecuencias negativas para el equipo . ,Masc,nsubj,Sing,4,La jugadora gallega está segura de que la derrota no tendrá consecuencias negativas para el equipo . ,1,Fem
6648,jugador,1,-1,0,El jugador no sabía que Riazor se le diera tan mal al Real Madrid . ,Masc,nsubj,Sing,3,La jugadora no sabía que Riazor se le diera tan mal al Real Madrid . ,1,Fem
6660,hombre,13,-1,-1,""" Cuando no salen bien las cosas es cuando se echan en falta hombres en banda . ",Masc,nsubj,Plur,2,""" Cuando no salen bien las cosas es cuando se echan en falta mujeres en banda . ",13,Fem
6670,ministro,1,-1,0,"El ministro no concretó más aspectos sobre los contenidos de la futura matrícula , ni si se ha rechazado la propuesta del Ministerio del Interior de conservar el distintivo provincial , la secuencia de cuatro números ( del 0000 al 9999 ) y de tres letras ( de la BBB a la ZZZ ) , que supone continuar con el sistema actual . ",Masc,nsubj,Sing,3,"La ministra no concretó más aspectos sobre los contenidos de la futura matrícula , ni si se ha rechazado la propuesta del Ministerio del Interior de conservar el distintivo provincial , la secuencia de cuatro números ( del 0000 al 9999 ) y de tres letras ( de la BBB a la ZZZ ) , que supone continuar con el sistema actual . ",1,Fem
6682,interlocutor,25,-1,-1,"La reciente dimisión del ministro de Trabajo , Manuel Pimentel , que se comprometió a agilizar la tramitación de los fondos , ha dejado sin interlocutores en la administración central a los responsables de MRT , que temen una nueva paralización en la concesión del crédito , según declaró el presidente del comité de empresa , Ricardo Gallego . ",Masc,obl,Plur,7,"La reciente dimisión del ministro de Trabajo , Manuel Pimentel , que se comprometió a agilizar la tramitación de los fondos , ha dejado sin interlocutoras en la administración central a los responsables de MRT , que temen una nueva paralización en la concesión del crédito , según declaró el presidente del comité de empresa , Ricardo Gallego . ",25,Fem
6683,minero,1,-1,0,"Los mineros se reunirán a última hora de la tarde para decidir un posible calendario de movilizaciones , que podrían comenzar durante la presente campaña electoral . ",Masc,nsubj,Plur,3,"Las mineras se reunirán a última hora de la tarde para decidir un posible calendario de movilizaciones , que podrían comenzar durante la presente campaña electoral . ",1,Fem
6686,minero,8,-1,7,"Con el dinero de la Junta , los mineros volverán a explotar el yacimiento de Cerro Colorado aunque su objetivo es el proyecto Salomón , mucho más rico en cobre ( con el doble de leyes y de rentabilidad ) y que sólo será viable con los fondos del Gobierno . ",Masc,nsubj,Plur,3,"Con el dinero de la Junta , las mineras volverán a explotar el yacimiento de Cerro Colorado aunque su objetivo es el proyecto Salomón , mucho más rico en cobre ( con el doble de leyes y de rentabilidad ) y que sólo será viable con los fondos del Gobierno . ",8,Fem
6687,minero,8,-1,7,"El crédito ICO es imprescindible , según los mineros , para que la empresa , de la cual los trabajadores son también accionistas , salga de la suspensión de pagos en la que se encuentra . ",Masc,obl,Plur,6,"El crédito ICO es imprescindible , según las mineras , para que la empresa , de la cual los trabajadores son también accionistas , salga de la suspensión de pagos en la que se encuentra . ",8,Fem
6757,presidente,1,2,0,"El presidente indonesio , de 60 años , salud delicada y casi ciego , ha sido criticado desde el seno de su coalición de Gobierno , y también desde fuera , por su fracaso en establecer una línea política entre los ministros del Gabinete . ",Masc,nsubj,Sing,15,"La presidenta indonesia , de 60 años , salud delicada y casi ciego , ha sido criticado desde el seno de su coalición de Gobierno , y también desde fuera , por su fracaso en establecer una línea política entre los ministros del Gabinete . ",1,Fem
6759,opositor,4,-1,3,"El Gobierno y los opositores al referendo propuesto por el presidente colombiano , Andrés Pastrana , que disolvería el Congreso , se dedicaron hoy acusaciones y palabras destempladas a través de los medios de comunicación . ",Masc,conj,Plur,20,"El Gobierno y las opositoras al referendo propuesto por el presidente colombiano , Andrés Pastrana , que disolvería el Congreso , se dedicaron hoy acusaciones y palabras destempladas a través de los medios de comunicación . ",4,Fem
6767,elector,36,-1,35,"El texto de la consulta popular fue presentado hace dos días por Pastrana al Congreso como método para reformar esta institución , reducir la burocracia y sanear la política , y en él propone a los electores disolver el actual Parlamento y estrenar las medidas anticorrupción en la elección de uno nuevo . ",Masc,iobj,Plur,4,"El texto de la consulta popular fue presentado hace dos días por Pastrana al Congreso como método para reformar esta institución , reducir la burocracia y sanear la política , y en él propone a las electoras disolver el actual Parlamento y estrenar las medidas anticorrupción en la elección de uno nuevo . ",36,Fem
6783,jefe,27,-1,-1,"Haider , que traspasó sólo formalmente la presidencia del FPOE a la vicecanciller federal Susanne Riess-Passer en Mayo , podría regresar al Parlamento federal en Viena como jefe de su grupo político para tener desde esta capital más control sobre su partido y la política nacional que desde la alejada Carintia . ",Masc,obl,Sing,7,"Haider , que traspasó sólo formalmente la presidencia del FPOE a la vicecanciller federal Susanne Riess-Passer en Mayo , podría regresar al Parlamento federal en Viena como jefa de su grupo político para tener desde esta capital más control sobre su partido y la política nacional que desde la alejada Carintia . ",27,Fem
6790,compañero,5,-1,4,"En esa ocasión , su compañero de candidatura fue Tom Feeney , el ahora también controvertido presidente de la Cámara de Representantes de Florida . ",Masc,nsubj,Sing,5,"En esa ocasión , su compañera de candidatura fue Tom Feeney , el ahora también controvertido presidente de la Cámara de Representantes de Florida . ",5,Fem
6792,gobernador,4,-1,-1,Los demócratas acusan al gobernador de orquestar la convocatoria de la sesión especial del Legislativo de Florida que comenzará hoy con el propósito de seleccionar los delegados presidenciales del estado . ,Masc,iobj,Sing,3,Los demócratas acusan a la gobernadora de orquestar la convocatoria de la sesión especial del Legislativo de Florida que comenzará hoy con el propósito de seleccionar los delegados presidenciales del estado . ,5,Fem
6795,elector,21,-1,20,"Smith puntualizó que no cree culpable a Jeb Bush de todo lo que ha pasado en Florida , pero que los electores buscarán a quién responsabilizar por la disputa política y legal de estas presidenciales . ",Masc,nsubj,Plur,3,"Smith puntualizó que no cree culpable a Jeb Bush de todo lo que ha pasado en Florida , pero que las electoras buscarán a quién responsabilizar por la disputa política y legal de estas presidenciales . ",21,Fem
6877,presidente,26,27,25,""" Hay que ordenar la llegada y la estancia para conseguir la integración y la mayor dignidad para quienes vienen a trabajar "" , dijo el presidente autonómico . ",Masc,nsubj,Sing,4,""" Hay que ordenar la llegada y la estancia para conseguir la integración y la mayor dignidad para quienes vienen a trabajar "" , dijo la presidenta autonómica . ",26,Fem
6882,presidente,9,10,8,"En una entrevista con una emisora local , el presidente filipino insistió hoy en que no dimitirá y que si es necesario se enfrentará a un juicio en el Senado , donde prometió que "" habrá sorpresas "" . ",Masc,nsubj,Sing,4,"En una entrevista con una emisora local , la presidenta filipina insistió hoy en que no dimitirá y que si es necesario se enfrentará a un juicio en el Senado , donde prometió que "" habrá sorpresas "" . ",9,Fem
6883,presidente,32,-1,31,"Según Estrada , Singson le ofreció 200 millones de pesos ( más de cuatro millones de dólares ) como sobornos para que permitiera un juego ilegal en su provincia , pero el presidente dijo que ese dinero fue ingresado en una cuenta bancaria de Ilocos del Sur y él nunca lo tocó . ",Masc,nsubj,Sing,3,"Según Estrada , Singson le ofreció 200 millones de pesos ( más de cuatro millones de dólares ) como sobornos para que permitiera un juego ilegal en su provincia , pero la presidenta dijo que ese dinero fue ingresado en una cuenta bancaria de Ilocos del Sur y él nunca lo tocó . ",32,Fem
6888,presidente,30,-1,29,"Ante la falta de apoyo de la Iglesia Católica , muy influyente en las decisiones del pueblo filipino , el único que profesa esta religión en toda Asia , el presidente contará con el respaldo de sectas cristianas y movimientos protestantes , lo que ha levantado aun más las iras de la oposición . ",Masc,nsubj,Sing,3,"Ante la falta de apoyo de la Iglesia Católica , muy influyente en las decisiones del pueblo filipino , el único que profesa esta religión en toda Asia , la presidenta contará con el respaldo de sectas cristianas y movimientos protestantes , lo que ha levantado aun más las iras de la oposición . ",30,Fem
6890,presidente,5,-1,4,"Durante la semana , el presidente ha ido perdiendo el apoyo del sector económico al pedir públicamente su dimisión tanto la Cámara de Comercio e Industria de Filipinas , con más de 20.000 miembros , como la Asociación de Analistas Financieros , por considerar que sólo su renuncia sacará al país de la crisis . ",Masc,nsubj,Sing,3,"Durante la semana , la presidenta ha ido perdiendo el apoyo del sector económico al pedir públicamente su dimisión tanto la Cámara de Comercio e Industria de Filipinas , con más de 20.000 miembros , como la Asociación de Analistas Financieros , por considerar que sólo su renuncia sacará al país de la crisis . ",5,Fem
6907,entrenador,32,-1,31,""" Mis intenciones antes de los Juegos de Sydney es competir en algunos torneos de manera previa para llegar a mi forma óptima , pero eso aún está por definir con mi entrenador en cuántas intervendría "" , explicó a Efe . ",Masc,obl,Sing,4,""" Mis intenciones antes de los Juegos de Sydney es competir en algunos torneos de manera previa para llegar a mi forma óptima , pero eso aún está por definir con mi entrenadora en cuántas intervendría "" , explicó a Efe . ",32,Fem
6925,entrenador,1,2,0,"El entrenador céltico tiene como ejemplo "" la idea que transmitieron el Boca o el Mallorca , equipos que jugaron muy juntos , que salieron muy rápido al contraataque tratando de coger la espalda a los laterales del Madrid . ",Masc,nsubj,Sing,4,"La entrenadora céltica tiene como ejemplo "" la idea que transmitieron el Boca o el Mallorca , equipos que jugaron muy juntos , que salieron muy rápido al contraataque tratando de coger la espalda a los laterales del Madrid . ",1,Fem
6935,jugador,4,-1,3,"Puede vencer a cualquier jugador en la pista "" , aseguró Stan Smith , entrenador del equipo olímpico de Estados Unidos . ",Masc,obj,Sing,4,"Puede vencer a cualquier jugadora en la pista "" , aseguró Stan Smith , entrenador del equipo olímpico de Estados Unidos . ",4,Fem
6940,elector,1,-1,0,"Los electores tendrán que marcar "" Sí "" o "" No "" en la tarjeta preparada para este referéndum , del que se espera un apoyo masivo al nombramiento de Bachar Asad como nuevo presidente . ",Masc,nsubj,Plur,3,"Las electoras tendrán que marcar "" Sí "" o "" No "" en la tarjeta preparada para este referéndum , del que se espera un apoyo masivo al nombramiento de Bachar Asad como nuevo presidente . ",1,Fem
6946,presidente,1,-1,0,"El presidente de la Academia centró su intervención en agradecer la existencia misma de la institución a los Reyes , porque , argumentó , en 1979 Doña Sofía presidió el Congreso de Estudios Extremeños , en el que "" vuestra gracia e impulso hizo posible que el viejo sueño de los años 40 de crear la Academia cuajara "" . ",Masc,nsubj,Sing,6,"La presidenta de la Academia centró su intervención en agradecer la existencia misma de la institución a los Reyes , porque , argumentó , en 1979 Doña Sofía presidió el Congreso de Estudios Extremeños , en el que "" vuestra gracia e impulso hizo posible que el viejo sueño de los años 40 de crear la Academia cuajara "" . ",1,Fem
6958,presidente,20,-1,-1,Los rumores amenazadores de que los 700 miembros del Parlamento someterían a Wahid a una moción de censura forzaron al presidente que admitiera sus faltas y pidiera perdón el Lunes pasado durante la apertura de la reunión anual del MPR . ,Masc,iobj,Sing,3,Los rumores amenazadores de que los 700 miembros del Parlamento someterían a Wahid a una moción de censura forzaron a la presidenta que admitiera sus faltas y pidiera perdón el Lunes pasado durante la apertura de la reunión anual del MPR . ,21,Fem
7007,compañero,5,-1,4,"El Libertados entregó a su compañero de batallas un billete del sucre y le pidió "" disculpa ( al Gobierno ) porque no sabe lo que hace "" . ",Masc,obj,Sing,6,"El Libertados entregó a su compañera de batallas un billete del sucre y le pidió "" disculpa ( al Gobierno ) porque no sabe lo que hace "" . ",5,Fem
7016,empleador,16,-1,15,""" El objetivo es sentar un ejemplo para cada empleador en Estados Unidos , porque ningún empleador debería revisar los historiales genéticos junto con los currículos "" de sus trabajadores o candidatos , afirmó Clinton en su discurso . ",Masc,nsubj,Sing,3,""" El objetivo es sentar un ejemplo para cada empleador en Estados Unidos , porque ninguna empleadora debería revisar los historiales genéticos junto con los currículos "" de sus trabajadores o candidatos , afirmó Clinton en su discurso . ",16,Fem
7026,ministro,2,1,0,"El primer ministro viajará hoy a EEUU , donde mañana , Martes , se reunirá con el líder palestino , Yaser Arafat , y bajo la mediación del presidente estadounidense , Bill Clinton , en la cumbre de Camp David , en la que intentarán acordar los principios de un tratado de paz definitivo . ",Masc,nsubj,Sing,4,"La primea ministra viajará hoy a EEUU , donde mañana , Martes , se reunirá con el líder palestino , Yaser Arafat , y bajo la mediación del presidente estadounidense , Bill Clinton , en la cumbre de Camp David , en la que intentarán acordar los principios de un tratado de paz definitivo . ",2,Fem
7027,partidario,37,-1,36,"Pese al duro revés sufrido por el Ejecutivo de coalición de Barak con la dimisión entre ayer y hoy de seis de sus ministros y la consiguiente pérdida de apoyos parlamentarios , no se espera que los partidarios de la moción de censura puedan obtener los 61 votos necesarios para que se apruebe ( la mitad más uno de los escaños parlamentarios ) . ",Masc,nsubj,Plur,8,"Pese al duro revés sufrido por el Ejecutivo de coalición de Barak con la dimisión entre ayer y hoy de seis de sus ministros y la consiguiente pérdida de apoyos parlamentarios , no se espera que las partidarias de la moción de censura puedan obtener los 61 votos necesarios para que se apruebe ( la mitad más uno de los escaños parlamentarios ) . ",37,Fem
7037,transportista,33,36,-1,"Mientras la Organización de Países Exportadores de Petróleo ( OPEP ) se dispone a celebrar hoy en Viena una reunión crucial para tratar de contener la subida de los precios del crudo , transportistas y agricultores británicos se manifiestan en contra de los elevados precios del carburante . ",Masc,nsubj,Plur,5,"Mientras la Organización de Países Exportadores de Petróleo ( OPEP ) se dispone a celebrar hoy en Viena una reunión crucial para tratar de contener la subida de los precios del crudo , transportistas y agricultores británicas se manifiestan en contra de los elevados precios del carburante . ",33,Fem
7039,ministro,2,-1,1,"Según el ministro , "" la gente sabe que las decisiones en Gran Bretaña se toman en los presupuestos y no como resultado de los bloqueos "" . ",Masc,obl,Sing,5,"Según la ministra , "" la gente sabe que las decisiones en Gran Bretaña se toman en los presupuestos y no como resultado de los bloqueos "" . ",2,Fem
7046,consumidor,12,-1,11,"Los altos precios del petróleo , al final , afectan a los consumidores . ",Masc,obj,Plur,4,"Los altos precios del petróleo , al final , afectan a las consumidoras . ",12,Fem
7052,consumidor,26,25,-1,"La cadena de supermercados Sainsbury , propietaria de 224 gasolineras , confirmó que las reservas de algunos de sus establecimientos se han agotado y que numerosos consumidores han mostrado su enfado . ",Masc,nsubj,Plur,3,"La cadena de supermercados Sainsbury , propietaria de 224 gasolineras , confirmó que las reservas de algunos de sus establecimientos se han agotado y que numerosas consumidoras han mostrado su enfado . ",26,Fem
7062,brasileño,1,-1,-1,"Al brasileño no lo va a manejar como hacía con el británico Eddie Irvine , este año en Jaguar , y le puede quitar muchos puntos que al final pueden ser decisivos para conseguir el campeonato . ",Masc,iobj,Sing,3,"A la brasileña no lo va a manejar como hacía con el británico Eddie Irvine , este año en Jaguar , y le puede quitar muchos puntos que al final pueden ser decisivos para conseguir el campeonato . ",2,Fem
7076,jugador,2,3,1,para el jugador sueco el Bidasoa cuenta con un buen equipo y no cree que sea sólo en defensa . ,Masc,obl,Sing,5,para la jugadora sueca el Bidasoa cuenta con un buen equipo y no cree que sea sólo en defensa . ,2,Fem
7091,candidato,12,-1,11,"Según la ley brasileña , para concurrir a una elección municipal el candidato necesita tener un domicilio fijo en esa ciudad , y Collor , que vivió durante los últimos años en Miami ( EEUU ) , intenta demostrar que cuenta con una residencia en Sao Paulo . ",Masc,nsubj,Sing,3,"Según la ley brasileña , para concurrir a una elección municipal la candidata necesita tener un domicilio fijo en esa ciudad , y Collor , que vivió durante los últimos años en Miami ( EEUU ) , intenta demostrar que cuenta con una residencia en Sao Paulo . ",12,Fem
7101,presidente,1,-1,0,"El presidente anunció su disposición a establecer , en colaboración con las Comunidades Autónomas , nuevas líneas de apoyo que proporcionen información , formación y asesoramiento a mujeres víctimas de malos tratos . ",Masc,nsubj,Sing,3,"La presidenta anunció su disposición a establecer , en colaboración con las Comunidades Autónomas , nuevas líneas de apoyo que proporcionen información , formación y asesoramiento a mujeres víctimas de malos tratos . ",1,Fem
7108,elector,4,-1,-1,"Un total de 18.621 electores están convocados mañana a las urnas en Gibraltar , la colonia británica en el sur de la península Ibérica , para elegir una nueva Asamblea Legislativa y un nuevo ministro principal . ",Masc,nsubj,Plur,6,"Un total de 18.621 electoras están convocadas mañana a las urnas en Gibraltar , la colonia británica en el sur de la península Ibérica , para elegir una nueva Asamblea Legislativa y un nuevo ministro principal . ",4,Fem
7108,ministro,34,35,32,"Un total de 18.621 electores están convocados mañana a las urnas en Gibraltar , la colonia británica en el sur de la península Ibérica , para elegir una nueva Asamblea Legislativa y un nuevo ministro principal . ",Masc,conj,Sing,6,"Un total de 18.621 electores están convocados mañana a las urnas en Gibraltar , la colonia británica en el sur de la península Ibérica , para elegir una nueva Asamblea Legislativa y una nueva ministra principal . ",34,Fem
7112,candidato,37,38,-1,"A las elecciones se presentan el Partido Social Demócrata ( GSD ) de Peter Caruana , que gobierna desde 1996 , la Alianza Socialista Liberal , encabezada por el ex ministro principal Joe Bossano , y dos candidatos independientes . ",Masc,conj,Plur,5,"A las elecciones se presentan el Partido Social Demócrata ( GSD ) de Peter Caruana , que gobierna desde 1996 , la Alianza Socialista Liberal , encabezada por el ex ministro principal Joe Bossano , y dos candidatas independientes . ",37,Fem
7114,ciudadano,8,-1,7,"Las candidaturas en Gibraltar son abiertas y los ciudadanos deberán elegir entre los ocho candidatos del Partido Social Demócrata , los ocho de la Alianza Socialista Liberal y los independientes . ",Masc,nsubj,Plur,3,"Las candidaturas en Gibraltar son abiertas y las ciudadanas deberán elegir entre los ocho candidatos del Partido Social Demócrata , los ocho de la Alianza Socialista Liberal y los independientes . ",8,Fem
7175,ministra,21,-1,20,"Nosotros no hemos querido que este sea el escenario en que se mueva nuestra relación con Venezuela "" , dijo la ministra . ",Fem,nsubj,Sing,3,"Nosotros no hemos querido que este sea el escenario en que se mueva nuestra relación con Venezuela "" , dijo el ministro . ",21,Masc
7181,funcionaria,1,-1,0,"La funcionaria lamentó el asesinato , la semana pasada , de un conductor venezolano y el incendio de su vehículo en territorio colombiano en un hecho que fue atribuido a rebeldes del Ejército de Liberación Nacional ( ELN ) . ",Fem,nsubj,Sing,3,"El funcionario lamentó el asesinato , la semana pasada , de un conductor venezolano y el incendio de su vehículo en territorio colombiano en un hecho que fue atribuido a rebeldes del Ejército de Liberación Nacional ( ELN ) . ",1,Masc
7208,directivo,25,24,23,"En el palacio de Queluz , en donde están residiendo los Reyes durante su estancia en Lisboa , don Juan Carlos conocerá por los propios directivos de empresas españolas las actuales actividades y las iniciativas y los proyectos que tienen de cara al futuro . ",Masc,obl,Plur,8,"En el palacio de Queluz , en donde están residiendo los Reyes durante su estancia en Lisboa , don Juan Carlos conocerá por las propias directivas de empresas españolas las actuales actividades y las iniciativas y los proyectos que tienen de cara al futuro . ",25,Fem
7239,candidato,3,-1,2,"Y mientras los candidatos van sumando kilómetros y kilómetros , la campaña se va agotando , pero los líderes parecen mantener el físico como el primer día . ",Masc,nsubj,Plur,3,"Y mientras las candidatas van sumando kilómetros y kilómetros , la campaña se va agotando , pero los líderes parecen mantener el físico como el primer día . ",3,Fem
7244,elector,1,3,-1,"Para electores más alternativos se presenta el Partido del Karma Democrático ( PKD ) , con Bosco San Martín a la cabeza , que reivindica "" la figura del inútil como elemento humano libre pensador con sus virtudes y sus defectos "" y pide su voto para desarrollar su programa electoral que se centra en "" la pasta ( gansa ) , el vino ( Bueno ) y el sexo "" con la intención de promover el "" humor desaprensivo "" . ",Masc,obl,Plur,5,"Para electoras más alternativas se presenta el Partido del Karma Democrático ( PKD ) , con Bosco San Martín a la cabeza , que reivindica "" la figura del inútil como elemento humano libre pensador con sus virtudes y sus defectos "" y pide su voto para desarrollar su programa electoral que se centra en "" la pasta ( gansa ) , el vino ( Bueno ) y el sexo "" con la intención de promover el "" humor desaprensivo "" . ",1,Fem
7279,jugadora,1,2,0,"La jugadora zaragozana en declaraciones a EFE comentó que en la presente temporada se está encontrando a un nivel de juego "" muy bueno "" lo que le ha llevado a ser la cuarta en la clasificación europea . ",Fem,nsubj,Sing,4,"El jugador zaragozano en declaraciones a EFE comentó que en la presente temporada se está encontrando a un nivel de juego "" muy bueno "" lo que le ha llevado a ser la cuarta en la clasificación europea . ",1,Masc
7355,seleccionador,1,2,0,"El seleccionador colombiano apelará por segunda vez al sistema de cuatro defensas tras el fracaso de la línea de tres en el encuentro contra Argentina del pasado 29 de junio , donde el equipo cafetero perdió por 3-1 en Bogotá . ",Masc,nsubj,Sing,4,"La seleccionadora colombiana apelará por segunda vez al sistema de cuatro defensas tras el fracaso de la línea de tres en el encuentro contra Argentina del pasado 29 de junio , donde el equipo cafetero perdió por 3-1 en Bogotá . ",1,Fem
7364,jugador,21,-1,20,"Sin embargo , cuando llegó a Madrid se encontró con una "" sorpresa "" que no le gustó , indicó el jugador , sin precisar cuál fue la causa del desagrado que le llevó a desistir de su idea de seguir vinculado al Oviedo . ",Masc,nsubj,Sing,3,"Sin embargo , cuando llegó a Madrid se encontró con una "" sorpresa "" que no le gustó , indicó la jugadora , sin precisar cuál fue la causa del desagrado que le llevó a desistir de su idea de seguir vinculado al Oviedo . ",21,Fem
7365,goleador,1,-1,0,"El goleador se refirió al asunto durante un breve encuentro con los periodistas , poco antes de sus entrenamientos con la selección panameña que se prepara para su partido con México el próximo domingo , en Panamá , en las eliminatorias de la confederación de Fútbol ( antigua CONCACAF ) para el Mundial de Japón y Corea del Sur 2002 . ",Masc,nsubj,Sing,3,"La goleadora se refirió al asunto durante un breve encuentro con los periodistas , poco antes de sus entrenamientos con la selección panameña que se prepara para su partido con México el próximo domingo , en Panamá , en las eliminatorias de la confederación de Fútbol ( antigua CONCACAF ) para el Mundial de Japón y Corea del Sur 2002 . ",1,Fem
7366,directivo,22,-1,21,"Explicó que como todavía estaba la posibilidad de firmar con el Málaga , que tenía las puertas abiertas , conversó con los directivos de este club y de inmediato llegó a un acuerdo con ellos . ",Masc,obl,Plur,7,"Explicó que como todavía estaba la posibilidad de firmar con el Málaga , que tenía las puertas abiertas , conversó con las directivas de este club y de inmediato llegó a un acuerdo con ellos . ",22,Fem
7368,jugador,40,-1,39,"Sobre la situación en la que queda el Oviedo con su partida al Málaga y la reciente muerte de Petr Dubovsky , Dely Valdés manifestó que el club asturiano ha quedado "" desolado "" porque también se han ido otros jugadores . ",Masc,nsubj,Plur,3,"Sobre la situación en la que queda el Oviedo con su partida al Málaga y la reciente muerte de Petr Dubovsky , Dely Valdés manifestó que el club asturiano ha quedado "" desolado "" porque también se han ido otras jugadoras . ",40,Fem
7369,jugador,11,10,-1,"Destacó que si el Oviedo no renueva su plantilla contratando nuevos jugadores , "" seguramente tendrá las cosas bastante difíciles "" para la próxima temporada . ",Masc,obj,Plur,3,"Destacó que si el Oviedo no renueva su plantilla contratando nuevas jugadoras , "" seguramente tendrá las cosas bastante difíciles "" para la próxima temporada . ",11,Fem
7374,trabajador,50,51,49,"En cuanto a la consecución de un empleo de más calidad , Méndez apuntó que "" los problemas del mercado laboral no tienen relación con las garantías económicas y con los derechos de los trabajadores con contrato indefinido , ya que esta situación está adecuadamente resuelta , sino con los trabajadores contratados "" . ",Masc,conj,Plur,7,"En cuanto a la consecución de un empleo de más calidad , Méndez apuntó que "" los problemas del mercado laboral no tienen relación con las garantías económicas y con los derechos de los trabajadores con contrato indefinido , ya que esta situación está adecuadamente resuelta , sino con las trabajadoras contratadas "" . ",50,Fem
7378,trabajador,8,-1,-1,""" Se habla de lo que ocurre con trabajadores y trabajadoras de las grandes empresas , firmas que como tienen recursos económicos buscan buenos acuerdos para prejubilar y jubilar anticipadamente "" , dijo Méndez , quien señaló que los empleados de las pequeñas y medianas empresas "" son los grandes olvidados "" . ",Masc,obl,Plur,24,""" Se habla de lo que ocurre con trabajadoras y trabajadoras de las grandes empresas , firmas que como tienen recursos económicos buscan buenos acuerdos para prejubilar y jubilar anticipadamente "" , dijo Méndez , quien señaló que los empleados de las pequeñas y medianas empresas "" son los grandes olvidados "" . ",8,Fem
7407,presidente,1,-1,0,"El presidente ofreció perseguir penalmente a los que evaden impuestos , revisar las concesiones privadas para la prestación de servicios básicos como la electricidad , agua y teléfonos , y aseguró que fortalecerá la política fiscal como parte del cumplimiento de los acuerdos de paz . ",Masc,nsubj,Sing,3,"La presidenta ofreció perseguir penalmente a los que evaden impuestos , revisar las concesiones privadas para la prestación de servicios básicos como la electricidad , agua y teléfonos , y aseguró que fortalecerá la política fiscal como parte del cumplimiento de los acuerdos de paz . ",1,Fem
7409,presidente,6,-1,5,"En el asunto social , el presidente señaló que la situación de la educación es "" vergonzosa "" y dijo que se propone hacer una reforma para dar un apoyo político , técnico y financiero para descentralizar este sector . ",Masc,nsubj,Sing,3,"En el asunto social , la presidenta señaló que la situación de la educación es "" vergonzosa "" y dijo que se propone hacer una reforma para dar un apoyo político , técnico y financiero para descentralizar este sector . ",6,Fem
7410,mujer,28,-1,27,"También afirmó que impulsará acciones para conseguir las condiciones que garanticen el pleno desarrollo de los indígenas , atender la demanda de tierras y dar participación a las mujeres en las decisiones políticas . ",Fem,obj,Plur,4,"También afirmó que impulsará acciones para conseguir las condiciones que garanticen el pleno desarrollo de los indígenas , atender la demanda de tierras y dar participación a los hombres en las decisiones políticas . ",28,Masc
7412,presidente,1,-1,0,"El presidente ordenó una investigación interna para establecer las presuntas responsabilidades de agentes del Estado en el "" execrable "" asesinato del obispo Juan Gerardi , perpetrado el 26 de abril de 1998 , porque su impunidad es "" una vergüenza nacional "" . ",Masc,nsubj,Sing,3,"La presidenta ordenó una investigación interna para establecer las presuntas responsabilidades de agentes del Estado en el "" execrable "" asesinato del obispo Juan Gerardi , perpetrado el 26 de abril de 1998 , porque su impunidad es "" una vergüenza nacional "" . ",1,Fem
7440,presidente,6,-1,5,""" Ustedes constituyen - prosiguió el presidente - lo que en el siglo XXI serán las misiones de paz y forman la necesidad de que nuestro país contribuya a ello como parte de su responsabilidad internacional "" . ",Masc,nsubj,Sing,3,""" Ustedes constituyen - prosiguió la presidenta - lo que en el siglo XXI serán las misiones de paz y forman la necesidad de que nuestro país contribuya a ello como parte de su responsabilidad internacional "" . ",6,Fem
7445,presidente,7,8,6,"A su llegada a Dili , el presidente latinoamericano se reunió con el jefe de la Administración Transitoria de Naciones Unidas para Timor Oriental ( UNTAET ) , Sergio Vieira de Mello , y con el presidente del Consejo Nacional para la Resistencia Timorense ( CNRT ) , Xanana Gusmao . ",Masc,nsubj,Sing,4,"A su llegada a Dili , la presidenta latinoamericana se reunió con el jefe de la Administración Transitoria de Naciones Unidas para Timor Oriental ( UNTAET ) , Sergio Vieira de Mello , y con el presidente del Consejo Nacional para la Resistencia Timorense ( CNRT ) , Xanana Gusmao . ",7,Fem
7450,presidente,1,2,0,"El presidente chileno abandonó Dili con destino a Brunei , donde participará desde mañana en la cumbre del Foro de Cooperación Económica de Asia y Pacífico ( APEC ) . ",Masc,nsubj,Sing,4,"La presidenta chilena abandonó Dili con destino a Brunei , donde participará desde mañana en la cumbre del Foro de Cooperación Económica de Asia y Pacífico ( APEC ) . ",1,Fem
