ID,focus,focus ID,focus ID after,adj idx,det idx,before,before number,deprel,gender,dep tree size,after,after number
5624,censo,2,2,-1,1,"Según el censo de 2010 , había 488 personas residiendo en Emigrant . ",Sing,obl,Masc,6,"Según los censos de 2010 , había 488 personas residiendo en Emigrant . ",Plur
5627,temporada,3,3,-1,1,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Sing,obl,Fem,5,"En sus primera temporadas se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Plur
5627,reboteador,9,8,8,7,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Sing,obl,Masc,5,"En su primera temporada se reveló como gran reboteadores , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Plur
5627,rechace,13,14,-1,-1,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Plur,obj,Masc,3,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 un rechaz en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Sing
5627,minuto,17,18,-1,-1,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Plur,obl,Masc,9,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 un minuto de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Sing
5627,punto,29,29,-1,27,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a sus 7,0 puntos por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Plur,obj,Masc,7,"En su primera temporada se reveló como un gran reboteador , promediando 10,6 rechaces en apenas 23 minutos de juego por partido , lo que unido a su 7,0 punto por partido le valieron para aparecer en el mejor quinteto de rookies de la NBA . ",Sing
5628,disco,2,2,-1,1,"De este disco salen temas como "" Cuchi Cuchi "" y "" La Vecina "" . ",Sing,obl,Masc,4,"De estos discos salen temas como "" Cuchi Cuchi "" y "" La Vecina "" . ",Plur
5630,joyería,3,3,-1,2,"Tradicionalmente , la joyería ha sido empleada para denotar estatus . ",Sing,nsubj:pass,Fem,3,"Tradicionalmente , las joyerías ha sido empleada para denotar estatus . ",Plur
5631,primero,1,1,-1,0,El primero se llamó Gerboise bleue ( Gerbo azul ) y tuvo una potencia cuatro veces superior a la bomba de Hiroshima . ,Sing,nsubj,Masc,3,Los primeros se llamaron Gerboise bleue ( Gerbo azul ) y tuvo una potencia cuatro veces superior a la bomba de Hiroshima . ,Plur
5631,potencia,13,12,16,12,El primero se llamó Gerboise bleue ( Gerbo azul ) y tuvo una potencia cuatro veces superior a la bomba de Hiroshima . ,Sing,obj,Fem,11,El primero se llamó Gerboise bleue ( Gerbo azul ) y tuvo potencias cuatro veces superior a la bomba de Hiroshima . ,Plur
5632,monarquía,1,1,2,0,La monarquía nepalesa fue abolida el 28 de mayo de 2008 . ,Sing,nsubj:pass,Fem,4,Las monarquías nepalesas fue abolida el 28 de mayo de 2008 . ,Plur
5635,necesidad,2,2,-1,1,"Señaló la necesidad de desarrollar un sistema de defensa propio , "" sin depender de países que históricamente nos han vendido armamento pero nunca han transferido tecnología "" . ",Sing,obj,Fem,10,"Señaló las necesidades de desarrollar un sistema de defensa propio , "" sin depender de países que históricamente nos han vendido armamento pero nunca han transferido tecnología "" . ",Plur
5635,país,15,16,-1,-1,"Señaló la necesidad de desarrollar un sistema de defensa propio , "" sin depender de países que históricamente nos han vendido armamento pero nunca han transferido tecnología "" . ",Plur,obl,Masc,14,"Señaló la necesidad de desarrollar un sistema de defensa propio , "" sin depender de un país que históricamente nos han vendido armamento pero nunca han transferido tecnología "" . ",Sing
5636,video,13,12,17,12,"Calamardo le dice a Bob que es anormal , y Bob ve un video de como ser normal . ",Sing,obj,Masc,7,"Calamardo le dice a Bob que es anormal , y Bob ve videos de como ser normal . ",Plur
5637,único,2,2,3,1,Fue la única mexicana entre las cinco grandes . ,Sing,root,Fem,10,Fueron las únicas mexicanas entre las cinco grandes . ,Plur
5638,micrófono,8,7,-1,7,"No se olvida por supuesto de incluir un micrófono ( para tus conversaciones ) , de tipo móvil , con supresión de ruido e indicador luminoso de silencio , y su estación de carga incluye puertos RCA y de 3,5 mm a los que conectar otros dispositivos de audio adicionales ( los cascos permiten hasta tres simultáneos ) . ",Sing,obj,Masc,22,"No se olvida por supuesto de incluir micrófonos ( para tus conversaciones ) , de tipo móvil , con supresión de ruido e indicador luminoso de silencio , y su estación de carga incluye puertos RCA y de 3,5 mm a los que conectar otros dispositivos de audio adicionales ( los cascos permiten hasta tres simultáneos ) . ",Plur
5638,estación,31,31,-1,30,"No se olvida por supuesto de incluir un micrófono ( para tus conversaciones ) , de tipo móvil , con supresión de ruido e indicador luminoso de silencio , y su estación de carga incluye puertos RCA y de 3,5 mm a los que conectar otros dispositivos de audio adicionales ( los cascos permiten hasta tres simultáneos ) . ",Sing,nsubj,Fem,5,"No se olvida por supuesto de incluir un micrófono ( para tus conversaciones ) , de tipo móvil , con supresión de ruido e indicador luminoso de silencio , y sus estaciones de carga incluyen puertos RCA y de 3,5 mm a los que conectar otros dispositivos de audio adicionales ( los cascos permiten hasta tres simultáneos ) . ",Plur
5639,apicultor,2,2,-1,-1,"Trabaja como apicultor en Tennessee , Alabama , Georgia , South Carolina , North Carolina , y West Virginia retornando a Detroit en 1876 . ",Sing,obl,Masc,3,"Trabaja como apicultores en Tennessee , Alabama , Georgia , South Carolina , North Carolina , y West Virginia retornando a Detroit en 1876 . ",Plur
5644,reforma,2,2,3,1,"Hasta la reforma constitucional de 1994 , la justicia en la entonces llamada Capital Federal era administrada directamente por la Nación . ",Sing,obl,Fem,8,"Hasta las reformas constitucional de 1994 , la justicia en la entonces llamada Capital Federal era administrada directamente por la Nación . ",Plur
5644,justicia,8,8,13,7,"Hasta la reforma constitucional de 1994 , la justicia en la entonces llamada Capital Federal era administrada directamente por la Nación . ",Sing,nsubj:pass,Fem,9,"Hasta la reforma constitucional de 1994 , las justicias en la entonces llamada Capital Federal era administrada directamente por la Nación . ",Plur
5645,cambio,1,1,-1,-1,"A cambio , el comercio floreció en virtud de la Ley Mercante , el aumento de los ingresos fiscales . ",Sing,obl,Masc,3,"A cambios , el comercio floreció en virtud de la Ley Mercante , el aumento de los ingresos fiscales . ",Plur
5645,comercio,4,4,-1,3,"A cambio , el comercio floreció en virtud de la Ley Mercante , el aumento de los ingresos fiscales . ",Sing,nsubj,Masc,3,"A cambio , los comercios florecieron en virtud de la Ley Mercante , el aumento de los ingresos fiscales . ",Plur
5645,virtud,7,7,-1,-1,"A cambio , el comercio floreció en virtud de la Ley Mercante , el aumento de los ingresos fiscales . ",Sing,obl,Fem,7,"A cambio , el comercio floreció en virtudes de la Ley Mercante , el aumento de los ingresos fiscales . ",Plur
5645,aumento,14,14,-1,13,"A cambio , el comercio floreció en virtud de la Ley Mercante , el aumento de los ingresos fiscales . ",Sing,obj,Masc,7,"A cambio , el comercio floreció en virtud de la Ley Mercante , los aumentos de los ingresos fiscales . ",Plur
5647,subsecretario,11,11,-1,10,"El alcance de la planta , como bien lo expresa el subsecretario , trasciende los límites municipales debido a que es un sistema inalámbrico . ",Sing,nsubj,Masc,3,"El alcance de la planta , como bien lo expresan los subsecretarios , trasciende los límites municipales debido a que es un sistema inalámbrico . ",Plur
5647,límite,15,15,16,14,"El alcance de la planta , como bien lo expresa el subsecretario , trasciende los límites municipales debido a que es un sistema inalámbrico . ",Plur,obj,Masc,4,"El alcance de la planta , como bien lo expresa el subsecretario , trasciende el límite municipales debido a que es un sistema inalámbrico . ",Sing
5647,sistema,22,21,23,21,"El alcance de la planta , como bien lo expresa el subsecretario , trasciende los límites municipales debido a que es un sistema inalámbrico . ",Sing,obl,Masc,7,"El alcance de la planta , como bien lo expresa el subsecretario , trasciende los límites municipales debido a que son sistemas inalámbricos . ",Plur
5648,obra,5,5,-1,4,"Cada uno presentará todas las obras que considere oportunas , siendo condición imprescindible que éstas sean inéditas . ",Plur,obj,Fem,7,"Cada uno presentará toda la obra que considere oportunas , siendo condición imprescindible que éstas sean inéditas . ",Sing
5648,condición,11,11,12,-1,"Cada uno presentará todas las obras que considere oportunas , siendo condición imprescindible que éstas sean inéditas . ",Sing,advcl,Fem,9,"Cada uno presentará todas las obras que considere oportunas , siendo condiciones imprescindible que éstas sean inéditas . ",Plur
5653,entrevista,2,1,-1,1,"En una entrevista después de la competición dijo : Esta victoria no ha sido fácil , en el futuro he de poner más atención para ejecutar los elementos con más fuerza y precisión . ",Sing,obl,Fem,8,"En entrevistas después de la competición dijo : Esta victoria no ha sido fácil , en el futuro he de poner más atención para ejecutar los elementos con más fuerza y precisión . ",Plur
5653,futuro,18,18,-1,17,"En una entrevista después de la competición dijo : Esta victoria no ha sido fácil , en el futuro he de poner más atención para ejecutar los elementos con más fuerza y precisión . ",Sing,obl,Masc,4,"En una entrevista después de la competición dijo : Esta victoria no ha sido fácil , en los futuros he de poner más atención para ejecutar los elementos con más fuerza y precisión . ",Plur
5653,atención,23,23,-1,-1,"En una entrevista después de la competición dijo : Esta victoria no ha sido fácil , en el futuro he de poner más atención para ejecutar los elementos con más fuerza y precisión . ",Sing,obj,Fem,3,"En una entrevista después de la competición dijo : Esta victoria no ha sido fácil , en el futuro he de poner más atenciones para ejecutar los elementos con más fuerza y precisión . ",Plur
5653,elemento,27,27,-1,26,"En una entrevista después de la competición dijo : Esta victoria no ha sido fácil , en el futuro he de poner más atención para ejecutar los elementos con más fuerza y precisión . ",Plur,obj,Masc,8,"En una entrevista después de la competición dijo : Esta victoria no ha sido fácil , en el futuro he de poner más atención para ejecutar el elemento con más fuerza y precisión . ",Sing
5654,empresa,3,3,-1,2,Ojala ubiese muchas empresas como esta . ,Plur,obj,Fem,5,Ojala ubiese mucha empresa como éstas . ,Sing
5655,concierto,6,5,-1,5,"También colabora en uno de los conciertos en su país , cantando junto a él la canción « Las curvas de esa chica » perteneciente a Mecano . ",Plur,nmod,Masc,7,"También colabora en uno del concierto en su país , cantando junto a él la canción « Las curvas de esa chica » perteneciente a Mecano . ",Sing
5662,misionero,1,1,-1,0,Los misioneros introdujeron además una imprenta e idearon una forma escrita de la lengua malgache . ,Plur,nsubj,Masc,3,El misionero introdujo además una imprenta e idearon una forma escrita de la lengua malgache . ,Sing
5662,imprenta,5,4,-1,4,Los misioneros introdujeron además una imprenta e idearon una forma escrita de la lengua malgache . ,Sing,obj,Fem,3,Los misioneros introdujeron además imprentas e idearon una forma escrita de la lengua malgache . ,Plur
5662,forma,9,8,10,8,Los misioneros introdujeron además una imprenta e idearon una forma escrita de la lengua malgache . ,Sing,obj,Fem,8,Los misioneros introdujeron además una imprenta e idearon formas escritas de la lengua malgache . ,Plur
5665,hecho,11,11,-1,10,La música de Yusuf está relacionada con el Islam y el hecho de ser musulmán en el mundo actual . ,Sing,conj,Masc,11,La música de Yusuf está relacionada con el Islam y los hechos de ser musulmán en el mundo actual . ,Plur
5667,barrón,9,9,6,8,"En esta zona la especie mejor adaptada es el barrón , que con su elevada tasa de crecimiento evita ser enterrada , además de soportar muy bien la sequía y poseer potentes rizomas que le permiten formar densos cepellones que contribuyen a la fijación de arena . ",Sing,root,Masc,48,"En esta zona las especies mejor adaptadas son los barrones , que con su elevada tasa de crecimiento evita ser enterrada , además de soportar muy bien la sequía y poseer potentes rizomas que le permiten formar densos cepellones que contribuyen a la fijación de arena . ",Plur
5668,carga,14,15,-1,-1,"Desde 1996 , los participantes de Cospas - Sarsat han estado experimentando con "" cargas "" de 406 MHz entre sus satélites de órbita geoestacionaria ( GEO ) Geostationary Earth Orbit , junto con sus estaciones asociadas terrenas , para detectar las transmisiones de las radiobalizas de 406 MHz . ",Plur,obl,Fem,20,"Desde 1996 , los participantes de Cospas - Sarsat han estado experimentando con "" una carga "" de 406 MHz entre sus satélites de órbita geoestacionaria ( GEO ) Geostationary Earth Orbit , junto con sus estaciones asociadas terrenas , para detectar las transmisiones de las radiobalizas de 406 MHz . ",Sing
5668,transmisión,42,42,-1,41,"Desde 1996 , los participantes de Cospas - Sarsat han estado experimentando con "" cargas "" de 406 MHz entre sus satélites de órbita geoestacionaria ( GEO ) Geostationary Earth Orbit , junto con sus estaciones asociadas terrenas , para detectar las transmisiones de las radiobalizas de 406 MHz . ",Plur,obj,Fem,9,"Desde 1996 , los participantes de Cospas - Sarsat han estado experimentando con "" cargas "" de 406 MHz entre sus satélites de órbita geoestacionaria ( GEO ) Geostationary Earth Orbit , junto con sus estaciones asociadas terrenas , para detectar la transmisión de las radiobalizas de 406 MHz . ",Sing
5673,media,1,1,-1,0,"La media se queda en 105 días para que un paciente sea operado , casi el doble de los 58 de media de la Comunidad . ",Sing,nsubj,Fem,3,"Las medias se quedan en 105 días para que un paciente sea operado , casi el doble de los 58 de media de la Comunidad . ",Plur
5675,colonia,16,16,18,15,"Dado que Togolandia era la única colonia alemana autosuficiente , se convirtió en una de sus colonias más importantes . ",Plur,nmod,Fem,6,"Dado que Togolandia era la única colonia alemana autosuficiente , se convirtió en una de su colonia más importantes . ",Sing
5678,temporada,3,4,-1,-1,"Jugó durante cuatro temporadas con los Universidad de Texas de la Universidad de Texas en Austin , en las que promedió 13,2 puntos y 4,0 rebotes por partido . ",Plur,obl,Fem,4,"Jugó durante cuatro una temporada con los Universidad de Texas de la Universidad de Texas en Austin , en las que promedió 13,2 puntos y 4,0 rebotes por partido . ",Sing
5678,punto,22,23,-1,-1,"Jugó durante cuatro temporadas con los Universidad de Texas de la Universidad de Texas en Austin , en las que promedió 13,2 puntos y 4,0 rebotes por partido . ",Plur,obj,Masc,8,"Jugó durante cuatro temporadas con los Universidad de Texas de la Universidad de Texas en Austin , en las que promedió 13,2 un punto y 4,0 rebotes por partido . ",Sing
5679,patrón,4,3,5,3,Esta rugosidad forma un patrón inisual . ,Sing,obj,Masc,4,Esta rugosidad forma patrones inisual . ,Plur
5680,invitación,1,1,2,0,"Su invitación permanente es a "" imaginar un Ecuador amable , cortés , tolerante , hospitalario , afectuoso , alegre , que trabaje y produzca el doble o el triple "" . ",Sing,nsubj,Fem,4,"Sus invitaciones permanente son a "" imaginar un Ecuador amable , cortés , tolerante , hospitalario , afectuoso , alegre , que trabaje y produzca el doble o el triple "" . ",Plur
5681,posterioridad,1,1,-1,-1,Con posterioridad intervendrá en La Bohème y Los pescadores de perlas . ,Sing,obl,Fem,3,Con posterioridades intervendrá en La Bohème y Los pescadores de perlas . ,Plur
5681,pescador,8,8,-1,7,Con posterioridad intervendrá en La Bohème y Los pescadores de perlas . ,Plur,conj,Masc,6,Con posterioridad intervendrá en La Bohème y El pescador de perlas . ,Sing
5683,puerto,1,1,-1,0,"El puerto mantiene la posición como mayor puerto mundial de tráfico de transbordo en 2005 , y también como el mayor puerto de abastecimiento de combustible , con 25 millones de toneladas vendidas el mismo año . ",Sing,nsubj,Masc,3,"Los puertos mantienen la posición como mayor puerto mundial de tráfico de transbordo en 2005 , y también como el mayor puerto de abastecimiento de combustible , con 25 millones de toneladas vendidas el mismo año . ",Plur
5683,posición,4,4,-1,3,"El puerto mantiene la posición como mayor puerto mundial de tráfico de transbordo en 2005 , y también como el mayor puerto de abastecimiento de combustible , con 25 millones de toneladas vendidas el mismo año . ",Sing,obj,Fem,11,"El puerto mantiene las posiciones como mayor puerto mundial de tráfico de transbordo en 2005 , y también como el mayor puerto de abastecimiento de combustible , con 25 millones de toneladas vendidas el mismo año . ",Plur
5683,puerto,21,21,20,19,"El puerto mantiene la posición como mayor puerto mundial de tráfico de transbordo en 2005 , y también como el mayor puerto de abastecimiento de combustible , con 25 millones de toneladas vendidas el mismo año . ",Sing,conj,Masc,22,"El puerto mantiene la posición como mayor puerto mundial de tráfico de transbordo en 2005 , y también como los mayor puertos de abastecimiento de combustible , con 25 millones de toneladas vendidas el mismo año . ",Plur
5684,récord,3,3,-1,2,"Además batió el récord de triples anotados en un partido de liga ACB , algo que consiguió en el partido que enfrentaba a su equipo con el CB Murcia , 11 triples de 19 intentados . ",Sing,obj,Masc,12,"Además batió los récordes de triples anotados en un partido de liga ACB , algo que consiguió en el partido que enfrentaba a su equipo con el CB Murcia , 11 triples de 19 intentados . ",Plur
5684,partido,19,19,-1,18,"Además batió el récord de triples anotados en un partido de liga ACB , algo que consiguió en el partido que enfrentaba a su equipo con el CB Murcia , 11 triples de 19 intentados . ",Sing,obl,Masc,13,"Además batió el récord de triples anotados en un partido de liga ACB , algo que consiguió en los partidos que enfrentaba a su equipo con el CB Murcia , 11 triples de 19 intentados . ",Plur
5685,intervención,2,2,-1,1,"Con su intervención , la catástrofe está asegurada . ",Sing,obl,Fem,5,"Con sus intervenciones , la catástrofe está asegurada . ",Plur
5695,tiempo,3,3,-1,1,En el segundo tiempo Grecia tuvo una pobre chance desperdiciada por su número 7 que le pego mal a la pelota . ,Sing,obl,Masc,5,En los segundo tiempos Grecia tuvo una pobre chance desperdiciada por su número 7 que le pego mal a la pelota . ,Plur
5698,circunstancia,6,6,-1,5,"Cuestionado sobre cómo procederá ante las circunstancias , se negó a hacer una denuncia ante la Procuraduría General de Justicia pues incongruentemente la consideró innecesaria . ",Plur,obl,Fem,4,"Cuestionado sobre cómo procederá ante la circunstancia , se negó a hacer una denuncia ante la Procuraduría General de Justicia pues incongruentemente la consideró innecesaria . ",Sing
5698,denuncia,13,12,-1,12,"Cuestionado sobre cómo procederá ante las circunstancias , se negó a hacer una denuncia ante la Procuraduría General de Justicia pues incongruentemente la consideró innecesaria . ",Sing,obj,Fem,9,"Cuestionado sobre cómo procederá ante las circunstancias , se negó a hacer denuncias ante la Procuraduría General de Justicia pues incongruentemente la consideró innecesaria . ",Plur
5699,servicio,5,5,-1,4,"﻿Desde que cuento con sus servicios , estoy mucho más seguro en cuanto a las obligaciones laborales y tributarias de mi empresa . ",Plur,obl,Masc,4,"﻿Desde que cuento con su servicio , estoy mucho más seguro en cuanto a las obligaciones laborales y tributarias de mi empresa . ",Sing
5699,obligación,15,15,16,14,"﻿Desde que cuento con sus servicios , estoy mucho más seguro en cuanto a las obligaciones laborales y tributarias de mi empresa . ",Plur,nmod,Fem,12,"﻿Desde que cuento con sus servicios , estoy mucho más seguro en cuanto a la obligación laborales y una tributaria de mi empresa . ",Sing
5700,año,3,3,2,1,"En ese mismo año obtuvo la patente en Francia , España , Gran Bretaña y Estados Unidos . ",Sing,obl,Masc,5,"En esos mismos años obtuvo la patente en Francia , España , Gran Bretaña y Estados Unidos . ",Plur
5703,teoría,2,2,-1,1,En la teoría se ha de distinguir pero en realidad el yo es creado para ver a Dios y queda determinado por ello . ,Sing,obl,Fem,4,En las teorías se ha de distinguir pero en realidad el yo es creado para ver a Dios y queda determinado por ello . ,Plur
5703,realidad,9,9,-1,-1,En la teoría se ha de distinguir pero en realidad el yo es creado para ver a Dios y queda determinado por ello . ,Sing,obl,Fem,3,En la teoría se ha de distinguir pero en realidades el yo es creado para ver a Dios y queda determinado por ello . ,Plur
5705,cimiento,11,11,-1,10,"Su fortaleza , ( Kongsborgen ) , fue quemada hasta los cimientos durante el siglo VII . ",Plur,obl,Masc,4,"Su fortaleza , ( Kongsborgen ) , fue quemada hasta el cimiento durante el siglo VII . ",Sing
5705,siglo,14,14,-1,13,"Su fortaleza , ( Kongsborgen ) , fue quemada hasta los cimientos durante el siglo VII . ",Sing,obl,Masc,5,"Su fortaleza , ( Kongsborgen ) , fue quemada hasta los cimientos durante los siglos VII . ",Plur
5710,generación,9,10,-1,-1,"Mentat a servicio de la Casa Atreides por tres generaciones , llegando a servir a Paulus Atreides y a Leto Atreides . ",Plur,nmod,Fem,4,"Mentat a servicio de la Casa Atreides por tres una generación , llegando a servir a Paulus Atreides y a Leto Atreides . ",Sing
5712,proceso,2,2,-1,1,En este proceso los líderes árabes se adelantaron incluso a la constitución de las Naciones Unidas . ,Sing,obl,Masc,4,En estos procesos los líderes árabes se adelantaron incluso a la constitución de las Naciones Unidas . ,Plur
5714,bue,10,10,-1,9,"Además de un mayor espacio entre cada acto , lo bueno sería - como sucede en Europa o Estados Unidos - que los comicios tengan fechas fijas en el calendario . ",Sing,root,Masc,32,"Además de un mayor espacio entre cada acto , lo buenos serían - como sucede en Europa o Estados Unidos - que los comicios tengan fechas fijas en el calendario . ",Plur
5715,consenso,4,4,5,3,Black Emperor con el consenso colectivo de sus miembros . ,Sing,nmod,Masc,8,Black Emperor con los consensos colectivos de sus miembros . ,Plur
5717,ciudad,1,1,-1,0,La ciudad recibe muchos turistas que vienen de todo el mundo para visitar el museo . ,Sing,nsubj,Fem,3,Las ciudades reciben muchos turistas que vienen de todo el mundo para visitar el museo . ,Plur
5721,episodio,5,5,-1,4,Aparece como clienta en algunos episodios . ,Plur,obl,Masc,4,Aparece como clienta en algún episodio . ,Sing
5722,pintura,3,3,-1,-1,Más tarde estudió pintura y filolofía germánica . ,Sing,obj,Fem,5,Más tarde estudió pinturas y filolofía germánica . ,Plur
5726,resultado,1,1,-1,0,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Plur,nsubj,Masc,7,"El resultado de las elecciones internas consagró el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Sing
5726,liderazgo,8,8,-1,7,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Sing,obj,Masc,7,"Los resultados de las elecciones internas consagraron los liderazgos de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Plur
5726,peronismo,17,17,18,16,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Sing,nsubj,Masc,4,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que los Peronismos Renovador obtuvieron el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Plur
5726,voto,25,24,-1,24,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Plur,nmod,Masc,4,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % del voto para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Sing
5726,candidato,28,28,-1,27,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Sing,nmod,Masc,6,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para los candidatos a gobernador y el 82,35 % para el candidato a intendente . ",Plur
5726,candidato,37,37,-1,36,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Sing,nmod,Masc,6,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para los candidatos a intendente . ",Plur
5727,juego,3,3,-1,2,En Japón el juego es conocido como . ,Sing,nsubj:pass,Masc,3,En Japón los juegos es conocido como . ,Plur
5728,necesidad,3,3,-1,-1,"Caminando , sin necesidad de transporte , se llega a la centro de la ciudad . ",Sing,obl,Fem,6,"Caminando , sin necesidades de transporte , se llega a la centro de la ciudad . ",Plur
5728,centro,11,11,-1,10,"Caminando , sin necesidad de transporte , se llega a la centro de la ciudad . ",Sing,obl,Masc,7,"Caminando , sin necesidad de transporte , se llega a las centros de la ciudad . ",Plur
5729,ser,11,10,-1,10,"Los cainitas se llaman así porque veneran a Caín como un ser de origen celestial , en tanto que desprecian a su hermano Abel por su debilidad . ",Sing,obl,Masc,7,"Los cainitas se llaman así porque veneran a Caín como seres de origen celestial , en tanto que desprecian a su hermano Abel por su debilidad . ",Plur
5729,debilidad,26,26,-1,25,"Los cainitas se llaman así porque veneran a Caín como un ser de origen celestial , en tanto que desprecian a su hermano Abel por su debilidad . ",Sing,obl,Fem,4,"Los cainitas se llaman así porque veneran a Caín como un ser de origen celestial , en tanto que desprecian a su hermano Abel por sus debilidades . ",Plur
5731,acuerdo,4,4,-1,-1,Pues no estoy de acuerdo con las opiniones anteriores . ,Sing,obl,Masc,3,Pues no estoy de acuerdos con las opiniones anteriores . ,Plur
5731,opinión,7,7,8,6,Pues no estoy de acuerdo con las opiniones anteriores . ,Plur,obl,Fem,5,Pues no estoy de acuerdo con la opinión anteriores . ,Sing
5733,altura,2,2,-1,1,"A estas alturas , la expresión ya adquiere características de parodia de sí misma . ",Plur,obl,Fem,5,"A esta altura , la expresión ya adquiere características de parodia de sí misma . ",Sing
5733,expresión,5,5,-1,4,"A estas alturas , la expresión ya adquiere características de parodia de sí misma . ",Sing,nsubj,Fem,3,"A estas alturas , las expresiones ya adquieren características de parodia de sí misma . ",Plur
5733,característica,8,9,-1,-1,"A estas alturas , la expresión ya adquiere características de parodia de sí misma . ",Plur,obj,Fem,7,"A estas alturas , la expresión ya adquiere una característica de parodia de sí misma . ",Sing
5734,población,1,1,2,0,La población total supera el medio millón de habitantes . ,Sing,nsubj,Fem,4,Las poblaciones total superan el medio millón de habitantes . ,Plur
5735,centro,12,12,11,10,"Además , la ciudad de Bambamarca se ha convertido en el principal centro de acopio de los diferentes productos agrícolas y ganaderos producidos en la región , ya que se encuentra en medio de los diversos ejes viales de la provincia de Hualgayoc ; ",Sing,obl,Masc,18,"Además , la ciudad de Bambamarca se ha convertido en los principal centros de acopio de los diferentes productos agrícolas y ganaderos producidos en la región , ya que se encuentra en medio de los diversos ejes viales de la provincia de Hualgayoc ; ",Plur
5735,medio,32,32,-1,-1,"Además , la ciudad de Bambamarca se ha convertido en el principal centro de acopio de los diferentes productos agrícolas y ganaderos producidos en la región , ya que se encuentra en medio de los diversos ejes viales de la provincia de Hualgayoc ; ",Sing,obl,Masc,13,"Además , la ciudad de Bambamarca se ha convertido en el principal centro de acopio de los diferentes productos agrícolas y ganaderos producidos en la región , ya que se encuentra en medios de los diversos ejes viales de la provincia de Hualgayoc ; ",Plur
5739,selva,3,3,-1,2,"Abandonado en la selva , la única posibilidad que tiene de regresar a casa y seguir gobernando reside en un bondadoso campesino llamado Pacha . ",Sing,obl,Fem,4,"Abandonado en las selvas , la única posibilidad que tiene de regresar a casa y seguir gobernando reside en un bondadoso campesino llamado Pacha . ",Plur
